3.679343135,3.679343135
3.856026102,3.856026102
2.187340219,2.187340219
3.393932161,3.393932161
3.251835252,3.251835252
3.676304186,3.676304186
3.397431907,3.397431907
3.287603311,3.287603311
3.37840843,3.37840843
2.621706357,2.621706357
4.659648021,4.659648021
4.429019109,4.429019109
2.65434326,2.65434326
2.930181406,2.930181406
3.900702465,3.900702465
3.495317533,3.495317533
3.406617518,3.406617518
2.826333281,2.826333281
3.933332449,3.933332449
3.898473404,3.898473404
3.043782374,3.043782374
3.800265511,3.800265511
3.895257201,3.895257201
4.729577143,4.729577143
2.586829379,2.586829379
3.220353033,3.220353033
4.540030894,4.540030894
3.226830869,3.226830869
3.366148974,3.366148974
3.692413181,3.692413181
4.270007088,4.270007088
5.394059168,5.394059168
3.984695079,3.984695079
2.482440323,2.482440323
3.89166265,3.89166265
2.392061432,2.392061432
3.281650472,3.281650472
2.743973642,2.743973642
3.478419852,3.478419852
2.320258265,2.320258265
4.879338723,4.879338723
3.029666533,3.029666533
2.877650219,2.877650219
3.456995792,3.456995792
4.270225348,4.270225348
2.902405394,2.902405394
2.814139505,2.814139505
3.525388204,3.525388204
3.171340109,3.171340109
2.955200813,2.955200813
4.239466313,4.239466313
2.907185303,2.907185303
2.953757277,2.953757277
4.639217043,4.639217043
2.970464819,2.970464819
4.865685922,4.865685922
3.312742518,3.312742518
3.017488567,3.017488567
3.797534306,3.797534306
2.124584854,2.124584854
3.447538654,3.447538654
3.018320624,3.018320624
4.176615593,4.176615593
2.682928345,2.682928345
4.857189419,4.857189419
2.30051994,2.30051994
4.578699525,4.578699525
3.714074363,3.714074363
3.894821449,3.894821449
3.903467826,3.903467826
2.374342211,2.374342211
2.67603834,2.67603834
2.452576399,2.452576399
3.867164858,3.867164858
2.953495154,2.953495154
2.391280845,2.391280845
2.639387027,2.639387027
3.66656869,3.66656869
2.932484312,2.932484312
3.340582136,3.340582136
3.744501279,3.744501279
3.625985157,3.625985157
3.811144498,3.811144498
4.075841242,4.075841242
4.393852995,4.393852995
3.799687365,3.799687365
2.632334505,2.632334505
2.178657086,2.178657086
2.269256626,2.269256626
5.099323698,5.099323698
4.362892252,4.362892252
2.594824942,2.594824942
3.082443286,3.082443286
2.766877806,2.766877806
2.72878883,2.72878883
4.465717492,4.465717492
2.621239828,2.621239828
2.563943306,2.563943306
2.841063838,2.841063838
4.200229527,4.200229527
2.282707876,2.282707876
4.893252789,4.893252789
2.314288283,2.314288283
2.919953723,2.919953723
3.109691674,3.109691674
3.117355799,3.117355799
3.404452678,3.404452678
2.064404082,2.064404082
2.761502365,2.761502365
2.854571575,2.854571575
3.465993015,3.465993015
3.492377502,3.492377502
3.033256129,3.033256129
3.506967445,3.506967445
2.439517739,2.439517739
3.996533386,3.996533386
2.44830956,2.44830956
3.72733352,3.72733352
4.041042049,4.041042049
3.989164481,3.989164481
3.795501536,3.795501536
3.122891476,3.122891476
4.268121066,4.268121066
2.842778568,2.842778568
3.64782332,3.64782332
1.893661657,1.893661657
2.777088485,2.777088485
3.102192085,3.102192085
5.003359323,5.003359323
3.428485265,3.428485265
2.214418669,2.214418669
4.200232933,4.200232933
3.77722124,3.77722124
2.101619717,2.101619717
3.05334907,3.05334907
2.865156353,2.865156353
3.840483983,3.840483983
4.524299431,4.524299431
3.630307191,3.630307191
3.099137319,3.099137319
4.249030949,4.249030949
3.896973933,3.896973933
2.066704918,2.066704918
2.916753681,2.916753681
2.766205205,2.766205205
2.85817204,2.85817204
3.538223771,3.538223771
4.405220807,4.405220807
3.18599701,3.18599701
2.351879206,2.351879206
2.921383524,2.921383524
3.026057045,3.026057045
4.248244514,4.248244514
2.692687879,2.692687879
2.917522818,2.917522818
4.064779742,4.064779742
2.745141775,2.745141775
3.894934034,3.894934034
2.998530151,2.998530151
2.514448916,2.514448916
3.294641948,3.294641948
3.682399113,3.682399113
2.529080055,2.529080055
2.562461769,2.562461769
3.833717879,3.833717879
2.787098038,2.787098038
3.248287609,3.248287609
3.216487265,3.216487265
2.157038782,2.157038782
3.735662635,3.735662635
3.298838435,3.298838435
3.621276694,3.621276694
3.317093701,3.317093701
2.706019487,2.706019487
3.455116307,3.455116307
4.004578433,4.004578433
2.347188713,2.347188713
2.003246022,2.003246022
3.376274836,3.376274836
3.094321703,3.094321703
2.800885783,2.800885783
2.227192656,2.227192656
3.466677262,3.466677262
4.798107068,4.798107068
3.983179883,3.983179883
3.663603531,3.663603531
3.907196504,3.907196504
2.576317502,2.576317502
2.578454853,2.578454853
3.139618273,3.139618273
3.316999914,3.316999914
3.87131543,3.87131543
3.200433247,3.200433247
3.555005475,3.555005475
3.472115345,3.472115345
1.566441455,1.566441455
2.909543404,2.909543404
3.735510583,3.735510583
3.765187074,3.765187074
3.778820444,3.778820444
3.45241419,3.45241419
3.400442704,3.400442704
2.607144529,2.607144529
4.177987098,4.177987098
3.339289002,3.339289002
3.37311985,3.37311985
2.111104649,2.111104649
2.958132485,2.958132485
2.484234629,2.484234629
2.045506786,2.045506786
3.353447355,3.353447355
2.917621055,2.917621055
2.446953724,2.446953724
2.436753454,2.436753454
2.883648728,2.883648728
2.496240922,2.496240922
4.614990983,4.614990983
2.829205175,2.829205175
3.074050992,3.074050992
2.396742576,2.396742576
2.817513531,2.817513531
2.843712179,2.843712179
3.356235111,3.356235111
2.867129493,2.867129493
2.252291965,2.252291965
3.334189315,3.334189315
3.253660223,3.253660223
2.750961877,2.750961877
4.407542082,4.407542082
4.1860781,4.1860781
3.443667133,3.443667133
4.133503776,4.133503776
3.278856059,3.278856059
4.555166408,4.555166408
3.857433952,3.857433952
2.476269857,2.476269857
2.126919953,2.126919953
2.543790605,2.543790605
4.28405336,4.28405336
4.322272133,4.322272133
5.966721717,5.966721717
2.789822995,2.789822995
2.287923005,2.287923005
2.444118825,2.444118825
2.950492933,2.950492933
3.331287024,3.331287024
4.018453878,4.018453878
2.838718883,2.838718883
2.596434235,2.596434235
2.965818427,2.965818427
2.702909342,2.702909342
3.229555867,3.229555867
2.902418174,2.902418174
3.497526811,3.497526811
2.515054828,2.515054828
2.687468484,2.687468484
3.072916022,3.072916022
3.040660091,3.040660091
2.65912587,2.65912587
1.821415612,1.821415612
3.760580405,3.760580405
2.949686089,2.949686089
2.710503276,2.710503276
2.715552089,2.715552089
3.07326984,3.07326984
2.186569019,2.186569019
4.254345108,4.254345108
3.373022845,3.373022845
3.443434019,3.443434019
3.178025775,3.178025775
3.089489562,3.089489562
1.993827744,1.993827744
3.643353512,3.643353512
3.374547512,3.374547512
2.867467777,2.867467777
3.14951475,3.14951475
2.675411005,2.675411005
3.664060902,3.664060902
4.949015171,4.949015171
3.52782787,3.52782787
3.245003987,3.245003987
2.406338552,2.406338552
3.963588734,3.963588734
3.40929474,3.40929474
5.161225337,5.161225337
2.633345094,2.633345094
3.108114104,3.108114104
2.846973433,2.846973433
3.540140979,3.540140979
4.406715909,4.406715909
3.218730577,3.218730577
2.673699186,2.673699186
3.72245064,3.72245064
2.538218369,2.538218369
3.753970566,3.753970566
